Wavlength (nm)	Coastal blue	Blue 475	green 531	Green 560	Red 650	Red 668	RedEdge 705	RedEdge 717	RedEdge 740	NIR
580	3.91379E-29	1.08573E-13	1.77636E-15	0.2354643	8.96171E-24	2.66056E-48	7.1821E-189	1.1341E-157	7.23862E-96	4.53611E-26
581	1.49041E-29	6.13205E-14	4.37851E-16	0.202234566	4.03822E-23	3.16287E-47	7.1534E-186	2.1751E-155	1.10967E-94	7.0818E-26
582	5.63563E-30	3.4446E-14	1.04915E-16	0.172378152	1.78067E-22	3.65512E-46	6.7404E-183	4.0139E-153	1.67224E-93	1.10373E-25
583	2.11596E-30	1.92451E-14	2.44376E-17	0.14581613	7.68366E-22	4.10615E-45	6.0087E-180	7.1273E-151	2.47726E-92	1.71727E-25
584	7.88861E-31	1.06943E-14	5.53343E-18	0.122412405	3.24449E-21	4.48416E-44	5.0675E-177	1.2178E-148	3.60753E-91	2.66732E-25
585	2.92026E-31	5.91057E-15	1.21799E-18	0.101986294	1.34065E-20	4.76036E-43	4.0432E-174	2.0021E-146	5.16436E-90	4.1359E-25
586	1.07342E-31	3.24904E-15	2.60619E-19	0.084324681	5.42101E-20	4.91261E-42	3.0519E-171	3.1672E-144	7.26759E-89	6.40212E-25
587	3.91786E-32	1.77636E-15	5.42101E-20	0.069193312	2.14505E-19	4.92831E-41	2.1794E-168	4.821E-142	1.00538E-87	9.89319E-25
588	1.41989E-32	9.65946E-16	1.09615E-20	0.056346902	8.30588E-19	4.80614E-40	1.4724E-165	7.0613E-140	1.36722E-86	1.52619E-24
589	5.10963E-33	5.22425E-16	2.15461E-21	0.045537846	3.14723E-18	4.55626E-39	9.4106E-163	9.9519E-138	1.82774E-85	2.35038E-24
590	1.8258E-33	2.81024E-16	4.11702E-22	0.036523421	1.16698E-17	4.19887E-38	5.6903E-160	1.3496E-135	2.40191E-84	3.61348E-24
591	6.47803E-34	1.50353E-16	7.64734E-23	0.029071465	4.23439E-17	3.76158E-37	3.2551E-157	1.7611E-133	3.10289E-83	5.54592E-24
592	2.28224E-34	8.00067E-17	1.38086E-23	0.022964601	1.50353E-16	3.27583E-36	1.7616E-154	2.2112E-131	3.94042E-82	8.49728E-24
593	7.9838E-35	4.23439E-17	2.42384E-24	0.018003105	5.22425E-16	2.77323E-35	9.0196E-152	2.6714E-129	4.91911E-81	1.29971E-23
594	2.77323E-35	2.22896E-17	4.1359E-25	0.014006591	1.77636E-15	2.28224E-34	4.3689E-149	3.1056E-127	6.03667E-80	1.98458E-23
595	9.56509E-36	1.16698E-17	6.8604E-26	0.010814688	5.91057E-15	1.8258E-33	2.0021E-146	3.4739E-125	7.28242E-79	3.02518E-23
596	3.27583E-36	6.07675E-18	1.10622E-26	0.008286899	1.92451E-14	1.41989E-32	8.6797E-144	3.7392E-123	8.63617E-78	4.60355E-23
597	1.11399E-36	3.14723E-18	1.73399E-27	0.006301829	6.13205E-14	1.07342E-31	3.56E-141	3.8726E-121	1.00678E-76	6.99347E-23
598	3.76158E-37	1.62119E-18	2.6422E-28	0.004755954	1.91198E-13	7.88861E-31	1.3813E-138	3.8593E-119	1.15375E-75	1.0606E-22
599	1.26121E-37	8.30588E-19	3.91379E-29	0.003562093	5.83382E-13	5.63563E-30	5.0708E-136	3.7007E-117	1.29975E-74	1.60572E-22
600	4.19887E-38	4.2324E-19	5.63563E-30	0.002647704	1.74187E-12	3.91379E-29	1.7611E-133	3.4146E-115	1.43937E-73	2.42687E-22
601	1.38805E-38	2.14505E-19	7.88861E-31	0.001953125	5.08946E-12	2.6422E-28	5.7861E-131	3.0316E-113	1.56695E-72	3.66168E-22
602	4.55626E-39	1.08127E-19	1.07342E-31	0.001429839	1.45519E-11	1.73399E-27	1.7985E-128	2.5899E-111	1.67688E-71	5.51537E-22
603	1.48504E-39	5.42101E-20	1.41989E-32	0.001038821	4.07157E-11	1.10622E-26	5.2888E-126	2.129E-109	1.76408E-70	8.29331E-22
604	4.80614E-40	2.70318E-20	1.8258E-33	0.000749016	1.1148E-10	6.8604E-26	1.4714E-123	1.684E-107	1.82432E-69	1.24491E-21
605	1.54448E-40	1.34065E-20	2.28224E-34	0.000535967	2.98691E-10	4.1359E-25	3.8726E-121	1.2817E-105	1.8546E-68	1.86556E-21
